t dd no-dd
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
1.000000000000000000e+00 1.453596878051757812e+01 1.497592639923095703e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
2.000000000000000000e+00 1.159823703765869141e+01 1.401949501037597656e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
3.000000000000000000e+00 9.012487411499023438e+00 1.314870071411132812e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
4.000000000000000000e+00 8.141271591186523438e+00 1.238788795471191406e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
5.000000000000000000e+00 7.562795639038085938e+00 1.173308849334716797e+01
6.000000000000000000e+00 7.364192962646484375e+00 1.116018199920654297e+01
6.000000000000000000e+00 7.364192962646484375e+00 1.116018199920654297e+01
6.000000000000000000e+00 7.364192962646484375e+00 1.116018199920654297e+01
6.000000000000000000e+00 7.364192962646484375e+00 1.116018199920654297e+01
6.000000000000000000e+00 7.364192962646484375e+00 1.116018199920654297e+01
6.000000000000000000e+00 7.364192962646484375e+00 1.116018199920654297e+01
6.000000000000000000e+00 7.364192962646484375e+00 1.116018199920654297e+01
6.000000000000000000e+00 7.364192962646484375e+00 1.116018199920654297e+01
6.000000000000000000e+00 7.364192962646484375e+00 1.116018199920654297e+01
6.000000000000000000e+00 7.364192962646484375e+00 1.116018199920654297e+01
7.000000000000000000e+00 7.085836887359619141e+00 1.065865993499755859e+01
7.000000000000000000e+00 7.085836887359619141e+00 1.065865993499755859e+01
7.000000000000000000e+00 7.085836887359619141e+00 1.065865993499755859e+01
7.000000000000000000e+00 7.085836887359619141e+00 1.065865993499755859e+01
7.000000000000000000e+00 7.085836887359619141e+00 1.065865993499755859e+01
7.000000000000000000e+00 7.085836887359619141e+00 1.065865993499755859e+01
7.000000000000000000e+00 7.085836887359619141e+00 1.065865993499755859e+01
7.000000000000000000e+00 7.085836887359619141e+00 1.065865993499755859e+01
7.000000000000000000e+00 7.085836887359619141e+00 1.065865993499755859e+01
8.000000000000000000e+00 7.049571990966796875e+00 1.021807765960693359e+01
8.000000000000000000e+00 7.049571990966796875e+00 1.021807765960693359e+01
8.000000000000000000e+00 7.049571990966796875e+00 1.021807765960693359e+01
8.000000000000000000e+00 7.049571990966796875e+00 1.021807765960693359e+01
8.000000000000000000e+00 7.049571990966796875e+00 1.021807765960693359e+01
8.000000000000000000e+00 7.049571990966796875e+00 1.021807765960693359e+01
8.000000000000000000e+00 7.049571990966796875e+00 1.021807765960693359e+01
9.000000000000000000e+00 6.792995452880859375e+00 9.831759452819824219e+00
9.000000000000000000e+00 6.792995452880859375e+00 9.831759452819824219e+00
9.000000000000000000e+00 6.792995452880859375e+00 9.831759452819824219e+00
9.000000000000000000e+00 6.792995452880859375e+00 9.831759452819824219e+00
9.000000000000000000e+00 6.792995452880859375e+00 9.831759452819824219e+00
9.000000000000000000e+00 6.792995452880859375e+00 9.831759452819824219e+00
9.000000000000000000e+00 6.792995452880859375e+00 9.831759452819824219e+00
1.000000000000000000e+01 6.882886886596679688e+00 9.489810943603515625e+00
1.000000000000000000e+01 6.882886886596679688e+00 9.489810943603515625e+00
1.000000000000000000e+01 6.882886886596679688e+00 9.489810943603515625e+00
1.000000000000000000e+01 6.882886886596679688e+00 9.489810943603515625e+00
1.000000000000000000e+01 6.882886886596679688e+00 9.489810943603515625e+00
1.000000000000000000e+01 6.882886886596679688e+00 9.489810943603515625e+00
1.100000000000000000e+01 6.578791618347167969e+00 9.196810722351074219e+00
1.100000000000000000e+01 6.578791618347167969e+00 9.196810722351074219e+00
1.100000000000000000e+01 6.578791618347167969e+00 9.196810722351074219e+00
1.100000000000000000e+01 6.578791618347167969e+00 9.196810722351074219e+00
1.100000000000000000e+01 6.578791618347167969e+00 9.196810722351074219e+00
1.100000000000000000e+01 6.578791618347167969e+00 9.196810722351074219e+00
1.200000000000000000e+01 6.828436374664306641e+00 8.935208320617675781e+00
1.200000000000000000e+01 6.828436374664306641e+00 8.935208320617675781e+00
1.200000000000000000e+01 6.828436374664306641e+00 8.935208320617675781e+00
1.200000000000000000e+01 6.828436374664306641e+00 8.935208320617675781e+00
1.200000000000000000e+01 6.828436374664306641e+00 8.935208320617675781e+00
1.300000000000000000e+01 6.438264369964599609e+00 8.702281951904296875e+00
1.300000000000000000e+01 6.438264369964599609e+00 8.702281951904296875e+00
1.300000000000000000e+01 6.438264369964599609e+00 8.702281951904296875e+00
1.300000000000000000e+01 6.438264369964599609e+00 8.702281951904296875e+00
1.300000000000000000e+01 6.438264369964599609e+00 8.702281951904296875e+00
1.400000000000000000e+01 7.087685108184814453e+00 8.496596336364746094e+00
1.400000000000000000e+01 7.087685108184814453e+00 8.496596336364746094e+00
1.400000000000000000e+01 7.087685108184814453e+00 8.496596336364746094e+00
1.400000000000000000e+01 7.087685108184814453e+00 8.496596336364746094e+00
1.500000000000000000e+01 6.461380004882812500e+00 8.330282211303710938e+00
1.500000000000000000e+01 6.461380004882812500e+00 8.330282211303710938e+00
1.500000000000000000e+01 6.461380004882812500e+00 8.330282211303710938e+00
1.500000000000000000e+01 6.461380004882812500e+00 8.330282211303710938e+00
1.500000000000000000e+01 6.461380004882812500e+00 8.330282211303710938e+00
1.600000000000000000e+01 7.873090744018554688e+00 8.197220802307128906e+00
1.600000000000000000e+01 7.873090744018554688e+00 8.197220802307128906e+00
1.600000000000000000e+01 7.873090744018554688e+00 8.197220802307128906e+00
1.600000000000000000e+01 7.873090744018554688e+00 8.197220802307128906e+00
1.700000000000000000e+01 6.992830276489257812e+00 8.079546928405761719e+00
1.700000000000000000e+01 6.992830276489257812e+00 8.079546928405761719e+00
1.700000000000000000e+01 6.992830276489257812e+00 8.079546928405761719e+00
1.800000000000000000e+01 9.147027969360351562e+00 7.983792304992675781e+00
1.800000000000000000e+01 9.147027969360351562e+00 7.983792304992675781e+00
1.800000000000000000e+01 9.147027969360351562e+00 7.983792304992675781e+00
1.800000000000000000e+01 9.147027969360351562e+00 7.983792304992675781e+00
1.900000000000000000e+01 8.015369415283203125e+00 7.898847103118896484e+00
1.900000000000000000e+01 8.015369415283203125e+00 7.898847103118896484e+00
1.900000000000000000e+01 8.015369415283203125e+00 7.898847103118896484e+00
2.000000000000000000e+01 9.882259368896484375e+00 7.822894096374511719e+00
2.000000000000000000e+01 9.882259368896484375e+00 7.822894096374511719e+00
2.000000000000000000e+01 9.882259368896484375e+00 7.822894096374511719e+00
2.100000000000000000e+01 7.842518329620361328e+00 7.751119613647460938e+00
2.100000000000000000e+01 7.842518329620361328e+00 7.751119613647460938e+00
2.100000000000000000e+01 7.842518329620361328e+00 7.751119613647460938e+00
2.200000000000000000e+01 8.767301559448242188e+00 7.683393955230712891e+00
2.200000000000000000e+01 8.767301559448242188e+00 7.683393955230712891e+00
2.200000000000000000e+01 8.767301559448242188e+00 7.683393955230712891e+00
2.300000000000000000e+01 6.791141986846923828e+00 7.619210243225097656e+00
2.300000000000000000e+01 6.791141986846923828e+00 7.619210243225097656e+00
2.300000000000000000e+01 6.791141986846923828e+00 7.619210243225097656e+00
2.400000000000000000e+01 7.474788188934326172e+00 7.558370590209960938e+00
2.400000000000000000e+01 7.474788188934326172e+00 7.558370590209960938e+00
2.500000000000000000e+01 6.225132942199707031e+00 7.500426769256591797e+00
2.500000000000000000e+01 6.225132942199707031e+00 7.500426769256591797e+00
2.500000000000000000e+01 6.225132942199707031e+00 7.500426769256591797e+00
2.600000000000000000e+01 6.794002056121826172e+00 7.445217132568359375e+00
2.600000000000000000e+01 6.794002056121826172e+00 7.445217132568359375e+00
2.700000000000000000e+01 6.077648162841796875e+00 7.392549514770507812e+00
2.700000000000000000e+01 6.077648162841796875e+00 7.392549514770507812e+00
2.700000000000000000e+01 6.077648162841796875e+00 7.392549514770507812e+00
2.800000000000000000e+01 6.481981754302978516e+00 7.344863414764404297e+00
2.800000000000000000e+01 6.481981754302978516e+00 7.344863414764404297e+00
2.900000000000000000e+01 6.034619331359863281e+00 7.299715518951416016e+00
2.900000000000000000e+01 6.034619331359863281e+00 7.299715518951416016e+00
3.000000000000000000e+01 6.320758819580078125e+00 7.256500720977783203e+00
3.000000000000000000e+01 6.320758819580078125e+00 7.256500720977783203e+00
3.100000000000000000e+01 6.037919998168945312e+00 7.216992378234863281e+00
3.100000000000000000e+01 6.037919998168945312e+00 7.216992378234863281e+00
3.200000000000000000e+01 6.222820281982421875e+00 7.179045200347900391e+00
3.200000000000000000e+01 6.222820281982421875e+00 7.179045200347900391e+00
3.300000000000000000e+01 6.049152374267578125e+00 7.142401218414306641e+00
3.300000000000000000e+01 6.049152374267578125e+00 7.142401218414306641e+00
3.400000000000000000e+01 6.171522617340087891e+00 7.107003688812255859e+00
3.400000000000000000e+01 6.171522617340087891e+00 7.107003688812255859e+00
3.500000000000000000e+01 6.059823513031005859e+00 7.075824737548828125e+00
3.500000000000000000e+01 6.059823513031005859e+00 7.075824737548828125e+00
3.600000000000000000e+01 6.142786026000976562e+00 7.045927524566650391e+00
3.600000000000000000e+01 6.142786026000976562e+00 7.045927524566650391e+00
3.700000000000000000e+01 6.066407680511474609e+00 7.016866683959960938e+00
3.700000000000000000e+01 6.066407680511474609e+00 7.016866683959960938e+00
3.800000000000000000e+01 6.122972011566162109e+00 6.988701343536376953e+00
3.900000000000000000e+01 6.070294857025146484e+00 6.961269378662109375e+00
3.900000000000000000e+01 6.070294857025146484e+00 6.961269378662109375e+00
4.000000000000000000e+01 6.108646869659423828e+00 6.934538364410400391e+00
4.100000000000000000e+01 6.071952342987060547e+00 6.908420562744140625e+00
4.100000000000000000e+01 6.071952342987060547e+00 6.908420562744140625e+00
4.200000000000000000e+01 6.098598480224609375e+00 6.882922172546386719e+00
4.300000000000000000e+01 6.072435855865478516e+00 6.858121871948242188e+00
4.300000000000000000e+01 6.072435855865478516e+00 6.858121871948242188e+00
4.400000000000000000e+01 6.090986728668212891e+00 6.833806991577148438e+00
4.500000000000000000e+01 6.072444915771484375e+00 6.810095310211181641e+00
4.500000000000000000e+01 6.072444915771484375e+00 6.810095310211181641e+00
4.600000000000000000e+01 6.085332870483398438e+00 6.787123203277587891e+00
4.700000000000000000e+01 6.071883678436279297e+00 6.764659404754638672e+00
4.700000000000000000e+01 6.071883678436279297e+00 6.764659404754638672e+00
4.800000000000000000e+01 6.080986499786376953e+00 6.743329048156738281e+00
4.900000000000000000e+01 6.071312904357910156e+00 6.722435951232910156e+00
5.000000000000000000e+01 6.077595233917236328e+00 6.702107429504394531e+00
5.000000000000000000e+01 6.077595233917236328e+00 6.702107429504394531e+00
5.100000000000000000e+01 6.070532798767089844e+00 6.682128906250000000e+00
5.200000000000000000e+01 6.074948310852050781e+00 6.663037300109863281e+00
5.300000000000000000e+01 6.069795131683349609e+00 6.644762992858886719e+00
5.400000000000000000e+01 6.072867393493652344e+00 6.626861572265625000e+00
5.500000000000000000e+01 6.069106578826904297e+00 6.609333038330078125e+00
5.500000000000000000e+01 6.069106578826904297e+00 6.609333038330078125e+00
5.600000000000000000e+01 6.071197986602783203e+00 6.592216968536376953e+00
5.700000000000000000e+01 6.068375110626220703e+00 6.575784683227539062e+00
5.800000000000000000e+01 6.069867610931396484e+00 6.559807300567626953e+00
5.900000000000000000e+01 6.067765712738037109e+00 6.544143199920654297e+00
6.000000000000000000e+01 6.068753719329833984e+00 6.528769016265869141e+00
6.100000000000000000e+01 6.067167758941650391e+00 6.513608932495117188e+00
6.200000000000000000e+01 6.067852020263671875e+00 6.498744487762451172e+00
6.300000000000000000e+01 6.066659450531005859e+00 6.484173774719238281e+00
6.400000000000000000e+01 6.067101955413818359e+00 6.469887733459472656e+00
6.500000000000000000e+01 6.066191196441650391e+00 6.456358432769775391e+00
6.600000000000000000e+01 6.066486835479736328e+00 6.443090915679931641e+00
6.700000000000000000e+01 6.065804004669189453e+00 6.430097579956054688e+00
6.800000000000000000e+01 6.065951347351074219e+00 6.417294979095458984e+00
6.900000000000000000e+01 6.065449714660644531e+00 6.404754638671875000e+00
7.000000000000000000e+01 6.065519332885742188e+00 6.392526626586914062e+00
7.100000000000000000e+01 6.065130233764648438e+00 6.380515575408935547e+00
7.200000000000000000e+01 6.065165996551513672e+00 6.368734359741210938e+00
7.300000000000000000e+01 6.064854621887207031e+00 6.357862472534179688e+00
7.500000000000000000e+01 6.064620494842529297e+00 6.336770534515380859e+00
7.600000000000000000e+01 6.064600944519042969e+00 6.326579570770263672e+00
7.700000000000000000e+01 6.064400672912597656e+00 6.316577911376953125e+00
7.800000000000000000e+01 6.064387321472167969e+00 6.306758880615234375e+00
7.900000000000000000e+01 6.064228534698486328e+00 6.297086715698242188e+00
8.100000000000000000e+01 6.064074516296386719e+00 6.278344154357910156e+00
8.200000000000000000e+01 6.064036846160888672e+00 6.269261360168457031e+00
8.300000000000000000e+01 6.063930511474609375e+00 6.260341644287109375e+00
8.400000000000000000e+01 6.063905715942382812e+00 6.251631259918212891e+00
8.600000000000000000e+01 6.063787460327148438e+00 6.234608173370361328e+00
8.700000000000000000e+01 6.063716888427734375e+00 6.226375579833984375e+00
8.900000000000000000e+01 6.063627719879150391e+00 6.210266113281250000e+00
9.000000000000000000e+01 6.063602447509765625e+00 6.202454090118408203e+00
9.100000000000000000e+01 6.063549041748046875e+00 6.194841861724853516e+00
9.300000000000000000e+01 6.063485145568847656e+00 6.179913997650146484e+00
9.400000000000000000e+01 6.063463211059570312e+00 6.172683238983154297e+00
9.600000000000000000e+01 6.063408851623535156e+00 6.158605575561523438e+00
9.700000000000000000e+01 6.063376903533935547e+00 6.151709079742431641e+00
9.900000000000000000e+01 6.063333511352539062e+00 6.138358592987060547e+00
1.000000000000000000e+02 6.063318252563476562e+00 6.131846904754638672e+00
1.020000000000000000e+02 6.063282489776611328e+00 6.119221687316894531e+00
1.030000000000000000e+02 6.063264369964599609e+00 6.113039016723632812e+00
1.050000000000000000e+02 6.063235282897949219e+00 6.101064682006835938e+00
1.070000000000000000e+02 6.063210964202880859e+00 6.089497089385986328e+00
1.080000000000000000e+02 6.063203334808349609e+00 6.083897113800048828e+00
1.100000000000000000e+02 6.063182353973388672e+00 6.072931289672851562e+00
1.120000000000000000e+02 6.063164710998535156e+00 6.062307357788085938e+00
1.140000000000000000e+02 6.063149452209472656e+00 6.052105903625488281e+00
1.150000000000000000e+02 6.063140869140625000e+00 6.047139167785644531e+00
1.170000000000000000e+02 6.063129425048828125e+00 6.037401676177978516e+00
1.190000000000000000e+02 6.063119411468505859e+00 6.028057098388671875e+00
1.210000000000000000e+02 6.063110351562500000e+00 6.019602775573730469e+00
1.230000000000000000e+02 6.063101768493652344e+00 6.011820793151855469e+00
1.250000000000000000e+02 6.063094615936279297e+00 6.004272460937500000e+00
1.270000000000000000e+02 6.063088417053222656e+00 5.997286319732666016e+00
1.290000000000000000e+02 6.063083648681640625e+00 5.990999221801757812e+00
1.310000000000000000e+02 6.063078403472900391e+00 5.984950542449951172e+00
1.330000000000000000e+02 6.063074111938476562e+00 5.979106426239013672e+00
1.350000000000000000e+02 6.063071250915527344e+00 5.973433971405029297e+00
1.370000000000000000e+02 6.063068389892578125e+00 5.967929840087890625e+00
1.390000000000000000e+02 6.063065052032470703e+00 5.962579250335693359e+00
1.410000000000000000e+02 6.063063144683837891e+00 5.957393646240234375e+00
1.430000000000000000e+02 6.063060760498046875e+00 5.952349185943603516e+00
1.460000000000000000e+02 6.063058376312255859e+00 5.945059776306152344e+00
1.480000000000000000e+02 6.063057422637939453e+00 5.940424919128417969e+00
1.500000000000000000e+02 6.063055992126464844e+00 5.935974121093750000e+00
1.530000000000000000e+02 6.063054084777832031e+00 5.929513931274414062e+00
1.550000000000000000e+02 6.063053131103515625e+00 5.925364971160888672e+00
1.570000000000000000e+02 6.063052177429199219e+00 5.921298980712890625e+00
1.600000000000000000e+02 6.063051700592041016e+00 5.915392875671386719e+00
1.620000000000000000e+02 6.063049793243408203e+00 5.911566257476806641e+00
1.650000000000000000e+02 6.063049793243408203e+00 5.906034946441650391e+00
1.670000000000000000e+02 6.063049793243408203e+00 5.902455329895019531e+00
1.700000000000000000e+02 6.063049793243408203e+00 5.897236347198486328e+00
1.730000000000000000e+02 6.063049316406250000e+00 5.892222404479980469e+00
1.750000000000000000e+02 6.063048839569091797e+00 5.888988018035888672e+00
1.780000000000000000e+02 6.063047885894775391e+00 5.884299278259277344e+00
1.810000000000000000e+02 6.063048839569091797e+00 5.879766941070556641e+00
1.840000000000000000e+02 6.063047885894775391e+00 5.875437736511230469e+00
1.870000000000000000e+02 6.063047885894775391e+00 5.871224403381347656e+00
1.900000000000000000e+02 6.063047885894775391e+00 5.867151260375976562e+00
1.930000000000000000e+02 6.063047885894775391e+00 5.863244533538818359e+00
1.960000000000000000e+02 6.063047885894775391e+00 5.859455585479736328e+00
1.990000000000000000e+02 6.063047885894775391e+00 5.855815410614013672e+00
2.020000000000000000e+02 6.063047409057617188e+00 5.852313995361328125e+00
2.050000000000000000e+02 6.063047885894775391e+00 5.848924160003662109e+00
2.080000000000000000e+02 6.063047409057617188e+00 5.845674514770507812e+00
2.110000000000000000e+02 6.063047885894775391e+00 5.842528820037841797e+00
2.150000000000000000e+02 6.063047409057617188e+00 5.838498592376708984e+00
2.180000000000000000e+02 6.063047885894775391e+00 5.835622787475585938e+00
2.210000000000000000e+02 6.063047885894775391e+00 5.832816123962402344e+00
2.250000000000000000e+02 6.063046932220458984e+00 5.829246044158935547e+00
2.280000000000000000e+02 6.063047409057617188e+00 5.826661586761474609e+00
2.320000000000000000e+02 6.063047885894775391e+00 5.823366641998291016e+00
2.360000000000000000e+02 6.063046932220458984e+00 5.820199966430664062e+00
2.390000000000000000e+02 6.063046932220458984e+00 5.817905902862548828e+00
2.430000000000000000e+02 6.063046932220458984e+00 5.814993858337402344e+00
2.470000000000000000e+02 6.063047885894775391e+00 5.812180042266845703e+00
2.510000000000000000e+02 6.063046932220458984e+00 5.809490203857421875e+00
2.550000000000000000e+02 6.063047409057617188e+00 5.806910991668701172e+00
2.590000000000000000e+02 6.063047885894775391e+00 5.804426670074462891e+00
2.630000000000000000e+02 6.063047885894775391e+00 5.802049636840820312e+00
2.670000000000000000e+02 6.063046932220458984e+00 5.799772262573242188e+00
2.710000000000000000e+02 6.063046932220458984e+00 5.797572612762451172e+00
2.750000000000000000e+02 6.063046932220458984e+00 5.795470714569091797e+00
2.790000000000000000e+02 6.063046932220458984e+00 5.793452739715576172e+00
2.840000000000000000e+02 6.063046932220458984e+00 5.791034698486328125e+00
2.880000000000000000e+02 6.063046932220458984e+00 5.789182186126708984e+00
2.930000000000000000e+02 6.063046932220458984e+00 5.786976814270019531e+00
2.970000000000000000e+02 6.063046932220458984e+00 5.785284042358398438e+00
3.020000000000000000e+02 6.063046932220458984e+00 5.783246517181396484e+00
3.070000000000000000e+02 6.063046932220458984e+00 5.781316757202148438e+00
3.110000000000000000e+02 6.063046932220458984e+00 5.779839038848876953e+00
3.160000000000000000e+02 6.063046932220458984e+00 5.778070449829101562e+00
3.210000000000000000e+02 6.063046932220458984e+00 5.776404380798339844e+00
3.260000000000000000e+02 6.063046932220458984e+00 5.774952411651611328e+00
3.310000000000000000e+02 6.063046932220458984e+00 5.773557186126708984e+00
3.360000000000000000e+02 6.063046932220458984e+00 5.772226333618164062e+00
3.420000000000000000e+02 6.063046932220458984e+00 5.770701408386230469e+00
3.470000000000000000e+02 6.063046932220458984e+00 5.769487380981445312e+00
3.530000000000000000e+02 6.063046932220458984e+00 5.768116474151611328e+00
3.580000000000000000e+02 6.063046932220458984e+00 5.767017364501953125e+00
3.640000000000000000e+02 6.063047409057617188e+00 5.765770912170410156e+00
3.690000000000000000e+02 6.063047409057617188e+00 5.764776706695556641e+00
3.750000000000000000e+02 6.063047409057617188e+00 5.763644218444824219e+00
3.810000000000000000e+02 6.063047409057617188e+00 5.762566089630126953e+00
3.870000000000000000e+02 6.063047409057617188e+00 5.761545181274414062e+00
3.930000000000000000e+02 6.063047409057617188e+00 5.760576248168945312e+00
3.990000000000000000e+02 6.063046932220458984e+00 5.759656906127929688e+00
